Pattern, Confidence-Frequence-Frequence %
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T1_3'], ['QuasiPiena_T2_3']]], ['1.0-9-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_0'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_1'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_0'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_1'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_1'], ['Piena_T2_3,Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Piena_T2_3,Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,QuasiPiena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,QuasiPiena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_3,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0,QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['Piena_T2_3,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_3,Piena_T1_2'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_3,Piena_T1_2'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_3,Piena_T0_1'], ['QuasiPiena_T1_2'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['Piena_T1_1'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['Piena_T1_1'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_3,Piena_T0_1'], ['Piena_T1_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_3,Piena_T0_1'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T1_1'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,Piena_T0_2'], ['Piena_T1_2'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_1'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3,Piena_T0_1'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_2'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_1'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['Piena_T2_3']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.125-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_0'], ['Piena_T2_2']]], ['0.125-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_0']]], ['0.125-14-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_0']]], ['0.125-14-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_0,QuasiPiena_T1_0']]], ['0.125-14-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_1']]], ['0.125-14-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_1']]], ['0.125-14-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1']]], ['0.125-14-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.125-14-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.125-14-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_2']]], ['0.125-14-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_2,QuasiPiena_T1_0'], ['Piena_T2_3']]], ['0.125-1-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_2,Piena_T1_0'], ['Piena_T2_3']]], ['0.125-1-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,Piena_T1_0'], ['QuasiPiena_T2_3']]], ['0.125-1-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_1']]], ['0.12380952380952381-13-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_1']]], ['0.12380952380952381-13-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.12359550561797752-11-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.12359550561797752-11-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.12307692307692308-8-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_1'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.12307692307692308-8-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_1'], ['Piena_T2_1']]], ['0.12307692307692308-8-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1']]], ['0.12307692307692308-112-0.08%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.12280701754385964-7-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.12280701754385964-7-0.01%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_1']]], ['0.12280701754385964-7-0.01%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.12280701754385964-7-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.12244897959183673-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3'], ['Piena_T2_1']]], ['0.12244897959183673-6-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.12244897959183673-6-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.12244897959183673-6-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], ['0.12244897959183673-6-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_1']]], ['0.12244897959183673-6-0.0%']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.12244897959183673-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_1']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,QuasiPiena_T1_0']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_1']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_0']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_2,Piena_T2_2']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_2,Piena_T2_3']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_1,QuasiPiena_T1_0']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_0']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_0,QuasiPiena_T1_0']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.12244897959183673-12-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.12244897959183673-12-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_0']]], ['0.12222222222222222-11-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,Piena_T1_0']]], ['0.12222222222222222-11-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.12222222222222222-11-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['Piena_T2_2']]], ['0.12222222222222222-11-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2,QuasiPiena_T1_1'], ['Piena_T2_1']]], ['0.12195121951219512-5-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2']]], ['0.12177121771217712-66-0.05%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2']]], ['0.12146422628951747-73-0.05%']]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.12121212121212122-8-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_2']]], ['0.12121212121212122-8-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_3']]], ['0.12121212121212122-8-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.12121212121212122-8-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.12121212121212122-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.12121212121212122-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], ['0.12121212121212122-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_1']]], ['0.12121212121212122-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_2']]], ['0.12121212121212122-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_3']]], ['0.12121212121212122-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2'], ['Piena_T2_3']]], ['0.12121212121212122-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.12121212121212122-4-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.1206896551724138-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T1_3'], ['Piena_T2_2']]], ['0.1206896551724138-7-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.12048192771084337-10-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,Piena_T1_2']]], ['0.12037037037037036-13-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_2,Piena_T1_1']]], ['0.12037037037037036-13-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,QuasiPiena_T1_1']]], ['0.12037037037037036-13-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_2,Piena_T1_1']]], ['0.12037037037037036-13-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_2,Piena_T1_1']]], ['0.12037037037037036-13-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['Piena_T1_2,Piena_T1_1']]], ['0.12037037037037036-13-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_0']]], ['0.12-9-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_0']]], ['0.12-9-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_0']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_0']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.12-6-0.0%']]
